epoch,loss,val_loss
0,6.912781246781687,6.874394770778098
0,6.380291647967642,6.737004050517868
0,6.1181662027746055,6.471124574786691
0,5.823563934230508,6.31100471144017
0,6.113010648973272,6.280876300023961
0,6.168569380175306,6.287783385536073
0,5.651713725738117,6.188091036463039
0,5.632227888295192,6.193892851199486
0,5.534667239969914,6.125389517256657
0,6.004027695018143,6.140811171965052
0,5.333727746565363,6.04481353664862
0,5.465518080443863,5.8961867250546405
0,5.107725293607892,5.8847073664487235
0,4.968760721627537,5.757303601205576
0,5.0375324364550504,5.773507380658369
0,5.1056790974755275,5.649811100100936
0,5.390108619620884,5.6046152417528825
0,5.4782997413719166,5.689150210927387
0,4.773608350358086,5.616381124148232
0,4.835705072026818,5.52520160044491
0,5.388514569283536,5.550511354205882
0,4.788620135283507,5.539109356179732
0,4.728497549371021,5.476601788881287
0,4.717166321719821,5.4510914272992865
0,4.6397184740227315,5.406277105110299
0,4.583837104899985,5.381067175321433
0,4.553153682668868,5.385616131059541
0,4.420234874228686,5.337810225693002
0,4.552036640325752,5.281846716735369
0,5.06613569130161,5.2510133016829466
0,4.4800165575628474,5.257492623059291
0,5.163853912975711,5.390004824424407
0,5.135640550555158,5.255304081436728
0,4.657519561064538,5.200424980080685
0,4.529676665244887,5.200167270012497
0,4.457972362386595,5.2293413999426726
0,4.530123741994044,5.12174600511731
0,4.876049012290925,5.127259732181335
0,4.465323786019095,5.127968814689761
0,4.3581337198288805,5.108044927637957
0,4.2033601197351445,5.093071166469471
0,4.882673214070127,5.053647273541324
0,4.336269525578276,5.048094699955091
0,4.243681670887324,5.055058438672934
0,4.271020620884613,4.984561101986993
0,4.2303468198366865,4.964702299061917
0,4.2483062732932195,4.939895758891252
0,4.868969405762718,5.044900820188234
0,4.140629005515255,4.943094376870259
0,4.174784991066813,4.889571222616773
0,4.191288721130874,4.912306502570011
0,4.137497323797962,4.889026771058523
0,4.119826104628214,4.863263294936333
0,4.718862074808139,4.8805710343757776
0,4.140727035537093,4.867100141594971
0,4.276302421940451,4.813606365579064
0,3.9635489290126458,4.836847764078449
0,4.090138153826374,4.749045971981161
0,4.592797031589317,4.734266144175314
0,4.687421863488206,4.7769841540995195
0,4.012503959814864,4.751522192071117
0,4.03006210884758,4.7078097569542825
0,4.008920159479564,4.741287407923313
0,4.128191061271982,4.666514657119151
0,3.9232154950901497,4.693132865300298
0,3.9503267395192303,4.63373504796027
0,4.478011291459721,4.657525958946647
0,4.598349548128154,4.678012428396367
0,3.9110306577190936,4.642608736699725
0,3.779980035000167,4.652695787257099
0,3.9356636564533725,4.642125447751096
0,4.461229220888403,4.599429212137508
0,3.917163788091101,4.592324066725488
0,3.812911758025068,4.605007108450669
0,4.012979573274038,4.554784915829382
0,4.304367921192548,4.580474172369193
0,4.497456311065098,4.742767509804803
0,3.828944014092727,4.531073733142613
0,3.695278860278621,4.538156233743622
0,3.8000620268395346,4.518153419829813
0,3.8232444789185216,4.5341127909993055
0,3.803647734114998,4.487765314123108
0,3.8142581363790167,4.541787068284595
0,4.328785289003654,4.459109045208435
0,3.766440693826861,4.511877771020235
0,3.7941269864734495,4.484790912029677
0,3.7406984135818737,4.4552467383015415
0,4.414036709814425,4.5704007402174325
0,3.610633387616884,4.4650454878311665
0,3.728726372160213,4.440503436078947
0,4.282613503679451,4.432354944977371
0,3.763515308949936,4.425057939463769
0,4.257186817344593,4.428068954539715
0,3.7021336720399636,4.416369118680449
0,3.8679324196783567,4.389230699927152
0,3.654478025013747,4.410571499912834
0,3.70964541401987,4.410480048626651
0,3.6417548110949487,4.365474548913175
0,3.7002731060878036,4.3400519298913105
0,3.675110838672718,4.372424789605438
0,3.7909950425362924,4.336815369639909
0,4.289178724960005,4.367950675165885
0,3.586654377546984,4.359022993573234
0,4.188354171944788,4.331279845472414
0,4.136095527348998,4.329989015490683
0,3.509485962726155,4.372643027396508
0,3.6263771638103734,4.321471604643154
0,3.61000979195376,4.333000303183375
0,3.7313824686027273,4.2934523939573195
0,3.6483712444331466,4.286436766464341
0,3.6235934843898754,4.295659478885778
0,3.559749260711186,4.27701529698825
0,3.6072448047820864,4.270266045273062
0,4.213353185936177,4.310695298734041
0,4.092773396899902,4.23392129851668
