epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.015124381735865656,0.04940920564124023,0.013917657372205008,0.05312254103598817
0,0.012225091224744914,0.04596965662823967,0.012394337837681065,0.0482697435400071
0,0.011386770898481459,0.044187251901290955,0.012014157930883103,0.04801232849605103
0,0.011050307846206414,0.04338334544183097,0.011714342845195767,0.047591193742555826
0,0.010938607476032546,0.04336643528659983,0.011560917562126793,0.04578279940220558
0,0.01079852200948742,0.04315295910074496,0.01149883920775714,0.04662315625125355
0,0.01069605988690114,0.04287075215361324,0.011249420956129848,0.04683641774039787
0,0.010446411729530952,0.0422907149978703,0.011161165661354978,0.04486373513745889
0,0.010307662772728909,0.04170907385160488,0.011193246602702838,0.04719005186504677
0,0.010439408334101442,0.04234593324575845,0.011159192800688635,0.04571284363809632
0,0.01011839682496743,0.04153340612144839,0.010920246018682505,0.042729243380742375
0,0.009932398857981648,0.04114656825487249,0.01088091737369328,0.045443408369281374
0,0.009978695878206332,0.04120965498683319,0.010721338399677992,0.04194967797047972
0,0.009846983773507512,0.04080814542815354,0.010660188930829923,0.042466095263993836
0,0.00950591972887397,0.03954078928342348,0.010722157079237831,0.044476451282527904
0,0.009507919744865935,0.039653826851394014,0.011154084898669555,0.04943136839762676
0,0.009422623943282315,0.03944387726585885,0.010716488204615869,0.04355065390629216
0,0.009391380667941537,0.03934601005481794,0.010727885674906316,0.044822807952464565
0,0.00946684049425706,0.03950940807701654,0.010838820928788288,0.04384094730351401
0,0.009408854604321433,0.03942795316999816,0.010577933951192515,0.04390366754360072
0,0.009352297613093537,0.03928089429810461,0.010557263057170332,0.04287350310671367
0,0.00939444512325155,0.03945474955770691,0.010376510180257564,0.04292910045971192
0,0.00941641743727983,0.039534600982693395,0.010367645452621449,0.043431700009127744
0,0.009024626837310104,0.03816702286522661,0.010301070033086267,0.04190524957376551
0,0.010063417564643504,0.041829987395995125,0.010332783083666506,0.04351102535654034
0,0.010067369231497347,0.04195984075036647,0.010190179070069737,0.04288104409846001
0,0.009940175566014548,0.04142145312059473,0.01050477202860531,0.04329007902567351
0,0.009830890396366532,0.041299760520649154,0.010042754632026788,0.041691858357478094
0,0.009737932458941423,0.04105623439145681,0.010074723561014123,0.04195121586517366
0,0.009733090779439712,0.041057922727637086,0.010343112618076826,0.04310685310022417
0,0.009688866901303474,0.040950100389732465,0.010057333753883693,0.04188247219073796
0,0.00962117110320862,0.04077292038483365,0.009956500089601493,0.04116142132113527
0,0.009648465086850983,0.0407916277550768,0.009883210951629823,0.041867734728624484
0,0.009652262117756308,0.040681659505529016,0.010004039429466082,0.04179173247914527
0,0.009599155627678838,0.04062114190408903,0.009801890198095731,0.04129100718899347
0,0.00943660356415566,0.04032099364486553,0.00978896317147244,0.041156570905431025
0,0.009509740709614996,0.040361429643436676,0.009755782865989427,0.041264832143157015
0,0.009444141200377574,0.04014274908455104,0.009600434807581238,0.04047757997836102
0,0.00956190158654912,0.04065572366025776,0.009609096274309758,0.04064613135944814
0,0.009229260183499266,0.03956935717654899,0.009558945401705574,0.04209406638987709
0,0.009154989208944126,0.03943219990818672,0.009403686298990606,0.04000627737411102
0,0.009143877025410242,0.039449618354587004,0.00954248093462107,0.04172066249491049
0,0.008894238524964617,0.03857535020681601,0.00942712897317343,0.04128903085234505
0,0.008875505436831892,0.03864476782034444,0.009270999303081728,0.03985853872822342
0,0.008841883873901172,0.03850858386340952,0.009333228465906734,0.040254986823348715
0,0.008909024589379724,0.038764300781623254,0.00931653161532634,0.040439081717388074
0,0.007740765268215881,0.03532990616148403,0.009181012103169673,0.03918186319698553
0,0.008978994148300001,0.03879864970819415,0.009590044222842483,0.04335600580037217
0,0.0090093327026924,0.03890747430259675,0.009203941420448595,0.04037542991236789
0,0.009011475487161075,0.03896963932889659,0.00915528424288324,0.040201423907107625
0,0.008863524162132028,0.03851678705744101,0.009091271891263977,0.03908688838149446
0,0.00888381243815787,0.0385283462434284,0.009547324870917518,0.04217993663757487
0,0.008766754265973817,0.038212215495580536,0.009505041114316198,0.04033437109436899
0,0.008854083381857331,0.038591484270935644,0.009091488181349418,0.03889411322662182
0,0.008751225832048409,0.03808677051771473,0.008996617306105056,0.03990487467857651
0,0.008623433943621937,0.037778405584887854,0.00883439078690762,0.03802282070695235
0,0.008593740230223417,0.03765761712262529,0.009006513285045512,0.038447105434233596
0,0.008618775466094885,0.03762629382868554,0.009118780983666017,0.03933587036197302
0,0.008672342836910285,0.0379838799236116,0.008741545897132243,0.03798964551880294
0,0.008517266934168767,0.037481091393467884,0.008693297373532026,0.037236881017045594
0,0.00854825184225439,0.03750583554177822,0.008881198914439942,0.03916065407560966
0,0.008553761021485218,0.037557969623965806,0.008909735705721305,0.038823069007132345
0,0.008511713879890416,0.037396336111704453,0.008792515947044041,0.03847723690428294
0,0.008380776212065455,0.03693547034001415,0.008950489799577733,0.03970948257089926
0,0.008397073223678322,0.037025917253375326,0.008834409367319614,0.038988219485272334
0,0.008385195800806027,0.0370344353327704,0.008907377080103867,0.03819722004762073
0,0.00832784030469434,0.036824061747329356,0.009080905919414418,0.03920458576000138
0,0.00835169386836261,0.036960586441467956,0.008989055591807077,0.040362160873952356
0,0.007468122292136445,0.033653847003137796,0.008467551186581766,0.037056162162887284
0,0.007455298894903256,0.03358249007696927,0.008521750767400273,0.037034235183239485
0,0.007428681274175056,0.03364746616700291,0.008529054213146292,0.03749093463388345
0,0.007463732761534726,0.033569498700259416,0.008502618562470537,0.036698424857480275
